energy_PerServing,carbohydrates_PerServing,sugars_PerServing,fiber_PerServing,proteins_PerServing,sodium_PerServing,totalFat_PerServing,product_name,serving_size_grams
419.4,25.998,24,1.02,0,0.1698,0,Light Syrup,60
251.3,0,0,0,0,0.11004,9.0006,Soft Vegetable Oil Spread,14
83.7,3,0,1,1,0,0.5,Baking Cocoa,5
626.85,27,0.999,10.98,9.999,0,0.4995,Roman Beans,45
500.25,23,19.9985,1.955,1.0005,0.09545,2.4955,Creamy Coleslaw,115
1255.2,23.004,6.996,0.96,3.996,0.4896,27.996,Homestyle Picnic Macaroni Salad,120
837.3,3.999,0.999,2.01,3,0,23.001,"Nature's Promise, Organic Pecans",30
105.6,5.004,3,0.96,0,0.2196,0,Organic Diced Tomatoes,120
376.56,19.0008,7.0008,1.008,1.0008,0.04992,1.9992,Granola Bars,24
335.1,2.001,0.999,0,0.999,0.1251,9,Spinach Dip,30
1004.5,22.001,11.0005,1.96,2.989,0.2107,23.9855,Pumpkin Bisque,245
753.6,42,22.992,1.92,1.008,0.036,0,100% Prune Juice,240
1087.8,24.01,8.9915,0.98,6.0025,0.7399,24.01,Shrimp & Corn Chowder,245
376.25,16.9995,2.9995,1.995,4.0005,0.21,1.001,14 Grain Bread,35
752.85,19.0015,9.9995,1.995,5.0015,0.1099,11.4975,Sweet & Salty Chewy Granola Bars Peanut,35
147,0.999,0.999,0,0.999,0.015,5.001,"Nature's Promise, Organic Half & Half",30
374.22,21.9996,18.0054,2.016,0,0.01008,0,Apple Sauce,126
209.84,13.0052,8.0032,1.952,0,0.00976,0,Apple Sauce,122
417.28,24.9984,21.0048,2.048,0,0.01024,0,Apple Sauce,128
417.28,24.9984,21.0048,2.048,0,0.01024,0,Apple Sauce,128
374.22,21.9996,18.0054,2.016,0,0.01008,0,Apple Sauce,126
334.54,17.9998,1.9995,3.999,3.0014,0.18017,1.0019,Hot Dog Enriched Rolls,43
501.81,19.9993,1.9995,0.989,3.999,0.20984,1.9995,"Sandwich Enriched Rolls, Sesame Seeded",43
334.56,15.9982,1.0004,2.993,2.0008,0.17015,1.0004,Light Italian Bread,41
292.8,0,0,0,5,0.18,8.5,Thin Sliced Provolone Cheese,20
334.8,1,0,0,5,0.04,9.5,Thin Sliced Swiss Cheese,20
419.25,17.9998,1.0019,3.01,3.999,0.20984,1.5007,Stone Ground Whole Wheat Bread,43
293.1,10.0005,1.0005,1.005,1.0005,0.12,3.4995,Wheat Flour,15
2178.19,24.0093,8.9873,3.108,19.9948,1.19917,52.9914,Meatballs With Sauce,259
1375.4,10.994,4.002,2.99,12.995,1.1109,35.995,Sausage And Peppers With Onions In Tomato Sauce,230
878.46,44.0022,1.9998,1.98,7.0026,0.40986,1.9998,Hearth Baked Club Sandwich Rolls,66
586.53,27.0009,4.9989,3.021,4.9989,0.20976,1.4991,Honey Wheat Bread,57
0,0,0,0,0,0.00355,0,"Flavored Seltzer Water, Raspberry & Lime",355
0,0,0,0,0,0,0,Flavored Seltzer Water,355
85,3.0005,0,2.04,3.0005,0.0697,0,Spinach,85
502.6,21.9996,9.9988,1.008,0.9996,0.12012,4.998,"Ginger Snaps Cookies, Ginger & Molasses",28
188.25,1.9995,0,0,0,0.25005,4.0005,Pitted Kalamata Olives,15
166.8,0.999,0.999,0,0.999,0.015,5.001,Half & Half,30
252.45,15.0025,7.9985,1.02,0,0.0102,0,"Light Pie Filling & Topping, Cherry",85
836.36,4.0012,0.9996,1.988,1.9992,0.08008,24.5,Dry Roasted Macadamia Nuts,28
125.52,1.0002,0,0,1.9998,0.16998,1.0002,Imitation Bacon Bits,6
501.6,30,30,0,0,0.0648,0,"Juice Cocktail, Ruby Red Grapefruit",240
62.7,1.0005,1.0005,0,0,0,1.0005,"Coffee Creamer, Original",15
293.1,10.9995,1.0005,0,1.0005,0.18,2.5005,"Mini Rice Snacks, Cheddar",15
1046.15,20.9965,8.0115,0.98,7.007,1.11965,23.0055,Rip Roarin Crab Soup,245
83.68,3,2,0,0,0,1,Non Pareils,4
83.68,3,2,0,0,0,2,Chocolate Sprinkles,4
460.8,23.001,3,0.99,3,0.33,0.501,Italian Style Panko Bread Crumbs,30
1337.92,0,0,0,20.9954,0.09492,26.9957,Chicken Wings,113
125.55,4.9977,2.0007,2.025,0.9963,0,0,Steam Ready Cut Green Beans,81
20.92,0,0,0,0,0,0,"Sugar Free Drink Mix, Iced Tea With Lemon",1
20.91,0.99994,0,0,0,0.01,0,"Flavor To Go Drink Mix, Cherry Pomegranate",1.7
20.944,0,0,0,0,0,0,"Flavor To Go Raspberry Lemonade, Raspberry Lemonade Artificially Flavored Drink Mix",1.1
0,1,1,0,0,0,0,Sweetener,1
0,0,0,0,0,0,0,Electrolyte Enhanced Water,240
251.1,10.0005,0,1.005,1.0005,0.07995,1.9995,Simply Enjoy Vegetable Specialty Crackers,15
334.72,10,1,0,1,0.15008,4.5008,Classic Crackers,16
586.16,17,13.0016,0,1.9992,0.04012,10.9956,Neapolitan Real Premium Ice Cream,68
418.4,26,15,3,1,0,0,California Pitted Prunes,40
418.4,26,15,3,1,0,0,Pitted Prunes,40
628.04,14.9996,0.9996,1.008,1.9992,0.15988,9.9988,"Potato Chips, Sour Cream & Onion",28
668.92,6.0004,0,2.996,7,0,15.9992,"Nature's Promise, Roasted Peanuts",28
877.04,40.9944,1.0032,1.976,7.0072,0.50008,2.0064,Spinach & White Cheddar Pirogies,152
419.25,21.9988,1.9995,3.999,3.999,0.13502,1.0019,Thin Sandwich Rolls,43
419.25,21.9988,1.9995,3.999,3.999,0.13502,1.0019,Multigrain Thin Sandwich Rolls,43
543.68,0,0,0,8,0.2,17.0016,Cracker Cuts Sharp Cheddar Cheese,32
189.6,10.008,7.008,1.92,1.008,0.6288,0,100% Tomato Juice,240
211.2,10.992,6,1.92,1.008,0.42,0,100% Vegetable Juice,240
460.32,0.9996,0,0,6.0004,0.19992,14.9996,4 Cheese Mexican Blend,28
921.06,21.9988,0,4.988,3.0014,0.31992,18.9974,"Microwave Popcorn, Movie Theater Butter",43
752.4,14.9985,0,3.993,1.9998,0.09999,17.9982,Old Fashioned Kettle Corn Microwave Popcorn,33
669.57,17.0016,0,3.993,1.9998,0.38016,14.9985,"Microwave Popcorn, Ultimate Butter",33
669.57,17.0016,0,3.993,1.9998,0.19998,14.9985,"Microwave Popcorn, Butter",33
669.57,17.0016,0,3.993,1.9998,0.38016,14.9985,"Microwave Popcorn, Ultimate Butter",33
501.72,0,0,0,22.9955,0.1695,2.0001,Jumbo Raw Shrimp,113
501.72,0,0,0,22.9955,0.1695,2.0001,Large Raw Shrimp,113
501.72,0,0,0,22.9955,0.1695,2.0001,Small Raw Shrimp,113
501.72,0,0,0,22.9955,0.1695,2.0001,Raw Shrimp,113
334.05,0,0,0,18.003,0.1904,1.003,Jumbo Cooked Shrimp,85
334.05,0,0,0,18.003,0.1904,1.003,Cooked Shrimp,85
334.05,0,0,0,18.003,0.1904,1.003,Extra Large Cooked Shrimp,85
334.05,0,0,0,18.003,0.1904,1.003,Extra Large Cooked Shrimp,85
334.05,0,0,0,18.003,0.1904,1.003,Medium Cooked Shrimp,85
501.6,30,30,0,0,0.036,0,"Flavored Juice Cocktail, Cranberry Pomegranate",240
377.06,17,1.9992,0.986,3.9984,0.17,0.9996,Honey Wheat Bread,34
250.86,10.0005,6.9947,2.034,2.0001,0.31979,1.5029,Organic Tomato Basil Pasta Sauce,113
126.56,3.9984,1.9992,1.008,1.0024,0.22008,1.0024,Organic Pizza Sauce,56
419.25,21.9988,1.9995,4.988,3.999,0.16985,1.0019,Honey Wheat Thin Sandwich Rolls,43
753,30,5,9,10,0.01,3,Chick Peas,50
0,0,0,0,0,0,0,Decaffeinated Black Tea,1.9
208.32,1.0024,0,0,10.0016,0.46984,0.4984,Oven Roasted Chicken Breast,56
836,28.996,3.0008,2.024,9.9968,0.41976,7.9992,Three Cheese Bagel Snackers,88
669.6,40,37,0,0,0,0,Jelly Eggs,40
669.6,40,37,0,0,0,0,Spiced Jelly Eggs,40
669.6,40,37,0,0,0,0,Licorice Jelly Eggs Flavored Candy,40
669.6,40,37,0,0,0,0,Speckled Jelly Eggs,40
669.6,40,37,0,0,0,0,"Flavored Candy, Tiny Jelly Eggs",40
669.6,40,37,0,0,0,0,Jelly Eggs,40
334.49,13.9996,1.0013,0,1.9995,0.19003,1.0013,Seeded Italian Enriched Bread,31
627,27.0009,2.9982,1.026,4.9989,0.31977,2.5023,Potato Sandwich Enriched Rolls,57
170.4,1.992,1.008,0.96,1.008,0.18,3,Almondmilk,240
170.4,1.992,1.008,0.96,1.008,0.18,3,Almondmilk Vanilla Unsweetened Natural Flavor,240
1045.8,52.003,9.002,2.03,8.001,0.5397,1.001,Macaroni & Cheese Dinner,70
292.88,0,0,0,12.9976,0.11984,1.0024,White Albacore Tuna In Water,56
711.15,17.0016,0,3.993,1.9998,0.25014,14.9985,"Microwave Popcorn, Movie Theater Butter",33
501.6,28.008,25.008,0,1.008,0.0696,0,"100% Vegetable & Fruit Juice Blend, Strawberry Banana",240
501.6,28.008,25.992,0,1.008,0.0696,0,"100% Vegetable & Fruit Juices Blend, Peach Mango",240
422.4,25.008,22.992,0,0,0.06,0,"100% Vegetable & Fruit Juice Blend, Pomegranate Blueberry",240
669.08,32.0006,8.9999,3.01,3.999,0.20984,1.9995,"Instant Oatmeal, Cinnamon & Spice",43
292.8,0,0,0,5,0.125,10,Thin Sliced Muenster Cheese,20
334.8,1,0,0,5,0.14,11,Thin Sliced Cheddar Cheese,20
544.8,19.002,13.998,0,3,0.0702,7.998,"Churn Style Waffle Cone Ice Cream, Light Caramel",60
292.67,16.0008,8.9948,2.034,0.9944,0.01469,0.4972,"Cottontails, Fruit & Oatmeal Baby Food",113
62.75,1,1,0,0,0,1.5,Dairy Whipped Topping,5
62.75,1,1,0,0,0,1.5,Dairy Whipped Topping,5
62.75,1,1,0,0,0,1.5,Dairy Whipped Topping,5
0,0,0,0,0,0,0,100% Lime Juice,5
502.05,0,0,0,0,0,15.999,Extra Virgin Olive Oil,15
124.02,6.9966,4.9998,2.028,0.9984,0.06006,0,Carrots,78
418.32,19.0008,0,2.996,2.9988,0.19012,1.9992,"Instant Oatmeal, Maple, Brown Sugar",28
418.32,19.0008,0,2.996,2.9988,0.14,1.9992,"Instant Oatmeal, Apples & Cinnamon",28
585.9,25.0005,9.9995,1.995,2.9995,0.1799,3.5,"Instant Oatmeal, Cranberry, Pecan & Vanilla",35
586.21,22.0007,12.0001,0.992,1.9995,0.0651,8.5002,Chewy Dipped Chocolatey Dipped Granola Bars,31
252,7.992,7.008,0.96,1.008,0.1488,2.496,Almondmilk,240
376.42,16.9994,7.0004,0,1.001,0.11,3.0008,Marshmallow Crispy Rice Bars,22
878.4,52.998,52.998,0,0,0.0102,0,100% Pure Maple Syrup,60
292.67,18.9953,16.0008,2.034,0.9944,0.01469,0,"Cottontails, Mixed Fruit Baby Food",113
753.2,5.0008,0.9996,2.996,6.0004,0.12488,16.9988,Roasted & Salted Almonds,28
753.2,5.0008,0.9996,2.996,6.0004,0,16.9988,Roasted Unsalted Almonds,28
711.2,5.0008,0.9996,4.004,7,0,15.9992,Natural Almonds,28
668.92,8.9992,0.9996,1.008,5.0008,0.08988,14.9996,Jumbo Roasted Cashews,28
668.92,8.9992,0.9996,1.008,5.0008,0.08988,14.9996,Jumbo Roasted Cashews,28
668.92,8.9992,0.9996,1.008,5.0008,0,14.9996,Jumbo Roasted Cashews,28
753,6,2.001,3,5.001,0,16.002,Jumbo Natural Cashews,30
753.2,5.0008,0.9996,1.008,4.0012,0.00504,18.4996,Walnuts,28
920.92,4.0012,0.9996,1.988,2.9988,0,22.9992,Natural Pecans,28
104.16,2.9988,7,0,0,0.18004,0,Sweet Horseradish Pickle Chips,28
0,0.9996,0,0,0,0.21,0,Half Sour Whole Pickles,28
879.14,4.9946,0.9944,1.017,6.9947,0.36951,26.0013,Creamed Spinach,113
671.22,18.0009,0.9944,2.034,2.0001,0.14012,14.9951,Garlic Mashed Potatoes,113
335.61,8.9948,2.9945,3.051,2.0001,0.03051,6.4975,Haricots Verts Lightly Seasoned French Green Beans With Finishing Butter,113
1130,32.0016,0,1.017,6.0003,0.17967,18.9953,Macaroni And Cheese,113
794.39,14.9951,0.9944,2.034,6.0003,0.29041,18.9953,Loaded Mashed Potatoes,113
627.6,21,13,8,3,0,8,Cranberry Trail Mix,40
922.08,32.0008,3.9984,1.02,6.9972,0.59976,9.996,Deluxe Shells & Cheese Dinner,68
1336.88,41.9968,3.9984,2.04,11.9952,0.6596,16.4968,"Self-Rising Crust, 1/2 Pepperoni & 1/2 Cheese Pizza",136
422.4,25.008,25.008,0,0,0.036,0,"Nature's Promise, Lemonade Tea",240
458.78,20.001,0.9944,5.989,6.0003,0.49946,0.4972,Vegetarian Refried Beans,113
21.3,0.999,0,0,0,0.0951,0,Diced Green Chiles,30
550.25,34.009,34.009,0,0,0.0355,0,Tonic Water,355
1340.64,31.0023,3.0058,1.064,15.0024,0.69027,21.9982,Supreme Pizza,133
1087.52,24.0016,0.9968,1.008,13.0032,0.28,14,Panko Breaded Haddock Fillets,112
918.4,17.9984,0.9968,0,14,0.25984,11.9952,Battered Cod Fillets,112
794.64,18.0012,0.9996,1.008,8.9964,0.12516,9.996,Breaded Bay Scallops,84
42.5,1.9975,1.003,1.02,1.003,0.02975,0,Mini Cucumbers,85
41.84,1,0,0,1,0.075,0,"Gelatin Dessert, Sugar Free, Cherry",2
251.1,15,10.9995,0,0,0,0,Butterscotch Buttons Hard Candy,15
628.14,38,35.0018,0,0,0,0,Sweet Peanut-Shaped Soft Candy,38
585.6,34,19,0,0,0.0152,0,"Orange Slices, Fruity Chewy Candy",40
293.04,18,12.9996,0,0,0,0,Hard Candy,18
585.6,34,28,0,0,0.0152,0,Spearmint Leaves Candy,40
585.06,34.9986,30.0006,0,0,0.01512,0,Spice Drops Colorful Spiced Candy,42
502.08,16.0008,10.0008,1.008,1.0008,0.12,8.4984,Cookies,24
878.64,38.0016,1.9992,2.016,8.0024,0.00504,3.5,Enriched Egg Noodles,56
460.8,28.008,28.008,0,0,0.036,0,Honeycrisp Style Apple Juice,240
878.64,40.9976,1.9992,2.016,5.9976,0,1.0024,"Spaghettini, Enriched Macaroni Product Made From 100% Durum Semolina",56
878.64,40.9976,1.9992,2.016,5.9976,0,1.0024,Linguine,56
878.64,40.9976,1.9992,2.016,5.9976,0,1.0024,"Rigatoni, Enriched Macaroni Product",56
878.64,40.9976,1.9992,2.016,5.9976,0,1.0024,"Fusilli No 142, Enriched Macaroni Product",56
376.35,0,0,0,0,0.07501,11.4998,Real Mayonnaise,13
1131.6,27.9948,13.0011,0.984,5.0061,0.40959,17.5029,Amish Macaroni Salad,123
879.2,30.002,9.996,2.94,2.996,0.3906,10.5,Amish Potato Salad,140
1131.6,27.9948,13.0011,0.984,5.0061,0.40959,17.5029,Amish Macaroni Salad,123
544.95,15.0045,12.999,1.995,0.9975,0.22995,8.001,Dixie Cole Slaw,105
960.4,23.002,7,1.96,6.006,0.6398,16.996,Deviled Egg Potato Salad,140
1131.2,23.002,0.994,2.94,2.996,0.42,23.002,Redskin Potato Salad,140
753,11.001,6.999,3,5.001,0,14.499,Cocoa Almonds,30
753.2,6.0004,1.9992,2.996,6.0004,0.15988,15.9992,"Flavored Almonds, Wasabi & Soy Sauce",28
627.6,14.001,9.999,2.01,3.999,0.0249,11.001,Monster Trail Mix,30
711.6,11.001,0.999,2.01,5.001,0.2199,14.001,Trail Mix,30
627.6,14.001,9.999,2.01,3.999,0.0249,11.001,Monster Trail Mix,30
334.5,10.0005,10.0005,0,1.0005,0.01005,7.5,White Morsels,15
293.1,10.0005,7.9995,1.005,1.0005,0,6.501,Real Semi-Sweet Mini Chocolate Morsels,15
668.92,5.0008,0.9996,1.988,7,0.09996,15.9992,Party Peanuts,28
668.92,5.0008,0.9996,1.988,7,0.04508,15.9992,Party Peanuts,28
459.69,7.9992,6.9993,0,0.9999,0.07986,12.9987,Cream Cheese Spread With Sweet Spiced Pumpkin,33
292.88,14,1.9992,1.008,1.9992,0.11004,0,Pumpkin Bread,28
211.2,11.004,3.996,3,2.004,0.0096,0,100% Pumpkin,120
587.01,27.999,0.9996,1.989,3.9984,0.27999,0.9996,Multigrain Artisan Rolls,51
794.8,14,6,5,10,0.17,15,Granola Bars,40
794.8,14,6,5,10,0.18,15,Protein Granola Bars,40
543.4,24.999,9.997,5.98,6.006,0.4797,0,Vegetarian Baked Beans,130
543.4,24.999,9.997,5.98,6.006,0.4797,0,Vegetarian Baked Beans,130
751.8,20.0004,0.9996,1.008,8.9964,0.4704,9.5004,Crispy Chicken Strips,84
751.8,13.0032,0,2.016,8.9964,0.30996,11.4996,Chicken Breast Nuggets,84
920.48,15.9984,0,2.024,12.0032,0.57024,14.5024,Dinosaur Shaped Chicken Breast Nuggets,88
626.5,10.997,0,0.98,8.001,0.2597,10.003,Chicken Breast Patties,70
292.88,14,1.9992,0,1.9992,0.14,0.9996,Split Top White Enriched Bread,28
543.48,0.9996,0,0,5.0008,0.16996,20.0004,"Simply Enjoy, Triple Creme Brie Soft Ripened Cheese With Herbs",28
417.6,0.9984,0,0,5.0016,0.46992,10.5024,"Value, Vienna Sausage",48
377.44,12.9976,1.0024,3.024,7,0.24024,3.5,Multigrain Flatbread,56
419.44,17.9984,1.0024,8.008,8.0024,0.28,2.4976,Lavash Bread,56
419.44,15.0024,3.0016,3.024,7,0.24024,2.4976,Honey Wheat Flatbreads,56
292.88,14,1.9992,1.008,2.9988,0.13496,0.5012,Honey Wheat Bread,28
627.6,15,6.999,2.01,5.001,0.1701,12.501,"Trail Mix, Peanuts Butter",30
292.6,16.996,11.998,4.06,0.994,0,0.994,Blueberries,140
586.2,0.999,0.999,0,6,0.5499,19.002,Pepperoni,30
376.5,3,2.001,0,0,0.3099,9,Tartar Sauce,30
878.05,26.996,1.003,1.02,9.0015,0.4301,10.506,Lobster Rangoons,85
668.92,5.0008,0.9996,1.988,7,0.09996,15.9992,Party Peanuts,28
125.59,3.0001,0.9994,0,3.9995,0.25992,0,Sharp Cheddar Cheese Singles,19
1006.05,49.9985,3.002,0.95,8.9965,0.4997,0.9975,Pretzel Bagels,95
209,2.0007,0.9994,0,3.9995,0.25992,5.0008,Singles American Pasteurized Process Cheese Food,19
460.32,0.9996,0,0,6.0004,0.26992,14,Pasteurized Process Cheese,28
104.88,0.9994,0.9994,0,2.0007,0.25004,2.4985,Light Cheese Wedges,19
417.9,3.999,3.999,0,3.999,0.18,11.502,Spreadable Cheese,30
125.59,3.0001,0.9994,0,3.9995,0.25992,0,Singles American Cheese,19
417.9,3.999,3.999,0,3.999,0.18,11.502,Sharp Cheddar Spreadable Cheese,30
104.88,0.9994,0.9994,0,2.0007,0.25004,2.4985,White Cheddar,19
104.88,0.9994,0.9994,0,2.0007,0.25004,2.4985,Spreadable Pasteurized Process Cheese Product,19
377.4,21.998,15.997,1.02,0,0.0102,0,"Pie Filling & Topping, Blueberry",85
415.84,0.9944,0,0,22.0011,0.20001,0,"Nature's Promise, Large Raw Shrimp",113
377.4,1.003,0,0,17,0.19975,0,"Nature's Promise, Medium Large Cooked Shrimp Peeled & Deveined, Tail On",85
962.5,35,12,3,4,0.14,8.5,"Breakfast Biscuits, Blueberry",50
962.5,35,11,3,4,0.14,8.5,"Golden Oat, Breakfast Biscuits",50
502.6,18.0012,0.9996,1.008,2.9988,0.26012,5.0008,Sea Salt Pita Chips,28
502.6,19.0008,4.0012,1.008,2.9988,0.05992,5.0008,Pita Chips,28
418.32,12.0008,0.9996,1.008,1.9992,0.15988,5.0008,Multigrain Pita Chips,28
502.2,18,0.999,0.99,2.001,0.18,5.502,Cheddar Penguins Made With Whole Grains Baked Snack Crackers,30
20.92,0,0,0,1,0.05,0,"Sugar Free Gelatin Dessert, Lime",2
20.92,0,0,0,1,0.05,0,"Gelatin Dessert, Orange",2
41.84,1,0,0,1,0.02,0,"Sugar Free Gelatin Dessert, Raspberry",2
20.92,0,0,0,1,0.05,0,"Gelatin Dessert, Strawberry",2
208.32,1.0024,0,0,10.9984,0.36008,0,Peppered Turkey Breast,56
125.5,8,0,0,0,0.48,0,"Instant Pudding & Pie Filling, Chocolate",10
419.25,19.9993,1.9995,3.01,3.999,0.16985,1.5007,Natural 100% Whole Wheat Artisan Sandwich Bread,43
460.53,21.9988,1.0019,1.978,3.0014,0.20984,1.5007,Natural Rye Artisan Sandwich Bread,43
460.48,0.9984,0.9984,0,8,0.25984,14.9984,Gouda Cheese,32
1044.16,51.0016,5.0024,1.04,8.996,0.39,1.4976,Bagels,104
460.32,0.9996,0,0,7,0.18004,14,New York Extra Sharp Cheddar Cheese,28
460.32,0.9996,0,0,7,0.16996,14.9996,Shredded Blend Of Mild Cheddar And Monterey Jack Cheesee,28
1382.15,27.9972,24.0009,2.002,3.003,0.09009,37.9995,"Ice Cream Bars, Triple Chocolate Moose Tracks",77
1214.29,26.9962,26.0029,1.001,3.003,0.11011,34.0032,"Ice Cream Bars, Caramel Caribou",77
377.76,12.9984,11.0016,0,0,0,5.0016,"Chocolate Dipped Fruit Bars, Strawberry",48
546,21,19.995,1.05,12,0.045,0,Greek Nonfat Yogurt,150
502.5,19.005,18,1.05,12,0.0705,0,"Greek Nonfat Yogurt, Black Cherry",150
335.16,0.9996,0,0,5.0008,0.01512,11.0012,Fresh Mozzarella Cheese,28
335.16,0.9996,0,0,5.0008,0.01512,11.0012,Fresh Mozzarella Cheese,28
544.04,18.0029,15.0013,0,3.0016,0.0402,10.5056,Tiramisu Gelato,67
544.04,16.9979,14.003,0,3.0016,0.0402,11.0014,Raspberry Cheesecake Gelato,67
1214.75,54.9971,8.0004,2.938,8.0004,0.52997,4.0002,Pretzel Rolls,113
460.79,9.9968,1.0011,1.988,5.9995,0.40967,5.4954,Stuffed Clams,71
0,0,0,0,0,0.06,0,Organic Yellow Mustard,5
20.9,0,0,0,0,0.12,0,Organic Dijon Mustard,5
585.6,34,31,2,0,0,0,Dried Cranberries,40
544,31,30,0,0,0,0,Crystallized Ginger Slices,40
753.2,26,22,2,1,0.02,16,Dark Chocolate Cranberries,40
795.48,8.9992,0.9996,4.004,4.0012,0,19.0008,Pine Nuts,28
711.2,7,1.9992,4.004,6.0004,0.05012,14.9996,Tamari Almonds,28
711.6,9,2.001,3,6,0.1599,14.499,Roasted Salted Pistachios,30
627.6,21,13,8,3,0,8,Cranberry Trail Mix,40
794.4,3.999,2.001,2.01,6.999,0,20.001,Roasted Unsalted Sunflower Seeds,30
878.08,26.9952,14.0032,2.944,8,0.46976,11.4944,Cranberry Walnut Salad,128
1169.97,16.0008,4.0002,1.947,10.9917,0.53985,22.9923,Santa Fe Style Salad,177
585.6,34,31,2,0,0,0,Dried Cranberries,40
627.6,20.001,5.001,0.99,0.999,0,15,Banana Chips,30
502,32,30,2,2,0,0,Dried Mango Slices,40
836.36,6.0004,0.9996,1.988,5.0008,0,19.9976,Natural Hazelnuts,28
711.6,9,2.001,3,6,0,14.499,Natural Pistachios,30
794.4,3.999,2.001,2.01,6.999,0.09,20.001,Roasted Salted Sunflower Seeds,30
753.2,4.0012,0.9996,2.996,8.9992,0.09996,18.0012,Roasted Salted Pepitas,28
711.2,5.0008,0.9996,2.996,6.0004,0.15008,16.9988,Roasted Salted Mixed Nuts,28
585.76,14,9.9988,1.988,4.0012,0.00196,9.9988,Rocky Mountain Mix,28
711.6,9,2.001,3,6,0,14.499,Roasted Unsalted Pistachios,30
627.6,18,0,0.99,3,0.2301,9,Baked Cheese Snack Crackers,30
63.75,3.0005,1.003,2.04,1.003,0.0051,0,Romaine Hearts,85
333.66,20.9978,15.9996,0,0,0.00469,0,Sorbetto,67
459.2,5.0008,1.9992,1.008,8.0024,0.50008,7.4984,Turkey Smoked Sausage,56
543.68,0,0,0,8,0.2,17.0016,Cracker Cuts Vermont Sharp Cheddar Cheese,32
502.08,0,0,0,8,0.19008,17.0016,Cracker Cuts Havarti Cheese,32
127.69,6.0003,2.0001,1.017,0.9944,0.14012,0.4972,Whole Kernel Naturally Sweet Corn,113
127.69,4.9946,2.9945,2.034,2.0001,0.14012,0,Sweet Peas,113
1258.18,37.0006,5.0008,1.995,12.9941,0.71022,15.9999,Pizzeria Style Pizza,133
1378.35,35.0055,4.995,2.025,11.0025,0.85995,20.9925,Pizzeria Style Pepperoni Pizza,135
1007.75,27.9995,3.0015,2.03,10.005,0.5394,14.5,Flatbread Pizza,145
104.7,6,6,0,0,0,0,Canada Mints Peppermint,6
104.7,6,6,0,0,0,0,Canada Candy,6
585.6,34,18,0,0,0.0152,0,Fruit Slices Candy,40
627.71,36.9984,26.9985,0,0,0.00984,0,Jelly Beans Sweet & Colorful Chewy Candy,41
251.1,13.9995,13.0005,0,0,0,0,Pastal Mints,15
251.04,16,10,0,0,0,0,Silver Mints Hard Candy,16
104.58,5.9997,5.9997,0,0,0,0,Rolls Of Rainbow-Colored Candy,7
251.04,15,15,0,0,0,0,Soft Peppermints Sweet Striped Mint Candy,16
627.6,38,34,0,0,0.0152,0,Sour Hard Candy,40
251.1,15,10.9995,0,0,0,0,Hard Candy,15
251.1,13.9995,10.0005,0,0,0.00495,0,Hard Candy,15
502.36,27.9984,16.0018,0,2.9982,0.01482,0,Gummi Worms Candy,38
502,29,19,0,2,0.01,0,Rainforest Frogs Gummi,40
502.2,21,15.999,2.01,0.999,0,5.499,"Trail Mix, Dark Chocolate Cranberry",30
1756.96,39.0034,6.0048,1.946,20.0021,0.71029,29.0093,Bacon Cheeseburger,139
1842.81,45.9987,5.9943,2.067,14.9937,0.66939,25.5036,Homestyle Chicken Sandwich,159
1756.08,53.0064,6.9984,1.944,17.9982,0.75006,17.496,Spicy Chicken Sandwich,162
923.82,22.9976,1.9936,1.958,11.0004,0.5607,12.015,Garlic Chicken Skillet Meal With Pasta And Vegetables,178
881.02,23.002,2.9946,3.038,13.9965,0.50995,9.4829,Chicken Alfredo Skillet Meal,217
668.3,20.992,3.9975,3.075,12.997,0.37925,8.0155,Chicken And Cheese Skillet Meal With Pasta And Vegetables,205
586,23,2,5,4,0.29,4.5,Multigrain Tortilla,50
543.52,19.9993,0,0.989,3.0014,0.27993,4.0033,Flour Tortilla,43
586.09,20.9989,13.0007,0.986,1.0005,0.11513,8.0011,Candy Cane Double Filled Sandwich Cookies,29
668.92,14,0,1.008,1.9992,0.16996,14,Potato Sticks,28
710.83,18.9999,3.0008,0.992,1.9995,0.15996,10.9988,"Mini Sandwich Crackers, Cheese",31
711.6,18,3,0.99,3,0.1701,11.001,"Mini Sandwich Crackers, Peanut Butter",30
1004.4,27,10.998,1.02,4.002,0.33,17.502,Plain Donuts,60
1212.6,25.002,12,1.02,3,0.27,27.996,Chocolate Donuts,60
1045.32,30.0018,13.0014,0.992,3.999,0.32984,17.5026,Assorted Donuts,62
62.76,4,4,0,0,0,0,Organic Light Brown Sugar,4
62.76,4,0,0,0,0,0,"Nature's Promise, Organic Cane Sugar",4
501.6,30,30,0,0,0.06,0,Premium Apple Cider,240
124.1,4.998,3.0005,2.04,1.003,0.03485,0,Broccoli Cuts,85
124.1,4.0035,1.9975,2.04,1.003,0.0204,0,Broccoli Florets,85
124.1,4.998,3.0005,2.04,1.003,0.03485,0,"Broccoli, Cauliflower & Carrots",85
586.09,15.9993,13.0007,0.986,2.9986,0.0551,11.5014,Sweet Treat Trail Mix,29
794.7,0,0,0,4.9995,0.31995,26.001,"Pork Sausage Links, Caramel",45
586.16,0,0,0,3.9984,0.24004,19.0026,Pork Sausage Patties,34
417.24,0.9975,0.9975,0,9.0003,0.40014,9.5019,Turkey Sausage Links,57
209.72,0,0,0,4.0012,0.19992,4.4996,Turkey Sausage Patties,28
